Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LogSalePrice
1257,20,RL,91.0,14303.0,Pave,3,4,4,Corner,3,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,409.375,4,3,PConc,4,3,4,6,1314.0,1,0,672.0,1986,GasA,5,1,SBrkr,1987.0,0,0,1987.0,1.0,0,2,0,2.0,1,4,7,8,1.0,3,Attchd,1994.0,3,2.0,691.0,3,3,2,262,36,0,0,0,0,0,8,2008,WD,Normal,301500,12.616525295149378
1258,30,RL,56.0,4060.0,Pave,4,4,4,Corner,3,Edwards,Feedr,Norm,1Fam,1Story,5,8,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,3,3,PConc,2,3,1,1,0.0,1,0,864.0,864,GasA,5,1,SBrkr,864.0,0,0,864.0,0.0,0,1,0,2.0,1,3,4,8,0.0,0,No,0.0,0,0.0,0.0,0,0,2,0,96,0,0,0,0,0,7,2009,WD,Normal,99900,11.511924964636645
1259,80,RL,59.0,9587.0,Pave,3,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,4,3,PConc,4,3,4,6,655.0,1,0,201.0,856,GasA,5,1,SBrkr,1166.0,0,0,1166.0,1.0,0,2,0,2.0,1,4,5,8,0.0,0,Attchd,2005.0,3,2.0,400.0,3,3,2,212,0,0,0,0,0,0,7,2008,WD,Normal,190000,12.154779351142624
1260,20,RL,65.0,9750.0,Pave,4,4,4,FR2,3,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,1969,Gable,CompShg,HdBoard,HdBoard,No,0.0,3,3,CBlock,4,3,1,5,602.0,2,0,14.0,1054,GasA,4,1,SBrkr,1054.0,0,0,1054.0,1.0,0,1,1,3.0,1,3,6,8,0.0,0,Attchd,1969.0,1,2.0,460.0,3,3,2,180,0,0,0,0,0,0,7,2008,WD,Normal,151000,11.925035115797062
1261,60,RL,65.0,17683.25,Pave,1,4,4,CulDSac,3,Gilbert,RRAn,Norm,1Fam,2Story,6,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,No,0.0,3,3,PConc,4,3,1,1,0.0,1,0,841.0,841,GasA,5,1,SBrkr,892.0,783,0,1675.0,0.0,0,2,1,3.0,1,3,7,8,1.0,3,BuiltIn,1999.0,3,2.0,502.0,3,3,2,0,103,0,0,0,0,0,6,2009,WD,Normal,181000,12.106252310247962
1262,20,RL,80.0,9600.0,Pave,4,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Hip,CompShg,MetalSd,MetalSd,No,0.0,3,3,CBlock,3,3,1,3,504.0,1,0,546.0,1050,GasA,4,1,SBrkr,1050.0,0,0,1050.0,0.0,0,1,0,2.0,1,3,5,8,0.0,0,Attchd,1956.0,1,1.0,338.0,3,3,2,0,0,0,0,0,0,0,6,2009,WD,Normal,128900,11.766792188927278
1263,50,RL,80.0,11250.0,Pave,4,4,4,Inside,3,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,3,3,CBlock,3,3,3,1,0.0,1,0,1104.0,1104,GasA,5,1,FuseA,1104.0,684,0,1788.0,1.0,0,1,0,4.5,1,3,8,6,2.0,3,Attchd,1957.0,1,1.0,304.0,3,3,2,120,0,0,0,0,0,0,11,2009,WD,Normal,161500,11.992260421644849
1264,70,RL,60.0,13515.0,Pave,4,4,4,Inside,3,BrkSide,Norm,Norm,1Fam,2Story,6,6,1919,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,No,0.0,3,3,PConc,3,3,1,1,0.0,1,0,764.0,764,GasA,5,1,FuseA,1060.0,764,0,1824.0,0.0,0,1,0,3.0,1,3,8,8,1.0,4,Detchd,1940.0,1,2.0,520.0,3,3,0,0,0,0,0,0,0,0,7,2007,WD,Normal,180500,12.103486056755072
1265,120,RH,34.0,4060.0,Pave,4,4,4,Inside,3,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1998,1999,Gable,CompShg,MetalSd,MetalSd,No,0.0,4,3,PConc,4,3,1,6,266.0,1,0,1139.0,1405,GasA,5,1,SBrkr,1337.0,0,0,1337.0,1.0,0,2,0,2.0,1,4,5,8,0.0,0,Attchd,1998.0,3,2.0,511.0,3,3,2,144,68,0,0,0,0,0,8,2008,COD,Abnorml,181000,12.106252310247962
1266,145,FV,35.0,3735.0,Pave,4,4,4,FR3,3,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,4,3,PConc,4,3,1,6,450.0,1,0,241.0,691,GasA,5,1,SBrkr,713.0,739,0,1452.0,1.0,0,2,1,3.0,1,4,6,8,0.0,0,Detchd,1999.0,1,2.0,506.0,3,3,2,0,34,0,0,0,0,0,3,2006,WD,Normal,183900,12.122147410592412
1267,145,RM,60.0,10120.0,Pave,3,3,4,Inside,3,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,4,1910,1950,Hip,CompShg,Wd Sdng,Wd Sdng,No,0.0,2,3,CBlock,3,3,1,1,0.0,1,0,925.0,925,GasA,3,0,FuseF,964.0,925,0,1889.0,0.0,0,1,1,4.0,1,3,9,8,1.0,4,Detchd,1960.0,1,1.0,308.0,3,3,0,0,0,0,0,0,0,0,1,2007,WD,Normal,122000,11.711776323715394
1268,20,RL,89.0,13214.0,Pave,3,2,4,Inside,3,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,Stucco,CmentBd,No,0.0,5,3,PConc,5,3,4,1,0.0,1,0,1685.5,2002,GasA,5,1,SBrkr,2018.0,0,0,2018.0,0.0,0,2,0,3.0,1,5,10,8,1.0,4,Attchd,2009.0,3,3.0,746.0,3,3,2,144,76,0,0,0,0,0,5,2010,WD,Normal,378500,12.84397135185964
1269,50,RL,74.0,14100.0,Pave,3,4,4,Inside,2,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,1935,1997,Gable,CompShg,Stucco,Stucco,BrkFace,409.375,3,4,CBlock,3,3,2,3,192.0,1,0,536.0,728,GasA,5,1,SBrkr,1968.0,1479,0,2747.25,0.0,0,3,1,4.0,1,4,10,8,2.0,4,BuiltIn,1982.0,1,3.0,942.75,3,3,2,314,12,0,0,0,0,0,5,2008,WD,Normal,381000,12.850554654108839
1270,50,RL,78.0,11344.0,Pave,4,4,4,Inside,3,NAmes,Feedr,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,3,3,CBlock,3,3,1,4,460.0,1,0,414.0,874,GasW,3,1,FuseA,874.0,650,0,1524.0,0.0,0,1,1,3.0,1,3,7,8,0.0,0,Attchd,1958.0,1,1.0,315.0,3,3,2,0,0,0,0,0,0,0,7,2007,WD,Normal,144000,11.877568578558138
1271,40,RL,80.0,17683.25,Pave,4,1,4,Inside,1,ClearCr,Norm,Norm,1Fam,1Story,7,6,1979,1979,Shed,WdShake,Plywood,Plywood,No,0.0,4,3,PConc,4,3,4,6,1258.0,1,0,74.0,1332,GasA,3,1,SBrkr,1332.0,192,0,1524.0,2.0,0,0,1,0.5,1,4,4,8,1.0,3,Attchd,1979.0,3,2.0,586.0,3,3,2,268,0,0,0,0,0,0,4,2010,WD,Normal,260000,12.468436909997665
1272,20,RL,80.0,9156.0,Pave,3,4,4,Inside,3,NWAmes,PosN,Norm,1Fam,1Story,6,7,1968,1968,Hip,CompShg,BrkFace,BrkFace,No,0.0,3,3,CBlock,3,3,1,1,0.0,1,0,1489.0,1489,GasA,4,1,SBrkr,1489.0,0,0,1489.0,0.0,0,2,0,3.0,1,4,7,8,1.0,4,Attchd,1968.0,2,2.0,462.0,3,3,2,0,0,0,0,0,0,0,8,2009,WD,Normal,185750,12.132156962580005
1273,20,RL,71.0,13526.0,Pave,3,4,4,CulDSac,3,Sawyer,Norm,Norm,1Fam,1Story,5,6,1965,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,114.0,3,3,CBlock,3,3,1,4,560.0,2,0,0.0,935,GasA,3,1,SBrkr,935.0,0,0,935.0,1.0,0,1,0,3.0,1,3,5,8,0.0,0,Attchd,1965.0,1,1.0,288.0,3,3,2,180,0,0,0,0,0,0,11,2006,WD,Normal,137000,11.827736204810263
1274,80,RL,110.0,11512.0,Pave,3,4,4,Corner,3,Edwards,Norm,Norm,1Fam,SLvl,6,7,1959,2006,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,3,3,CBlock,3,3,3,5,719.0,1,0,300.0,1019,GasA,4,1,SBrkr,1357.0,0,0,1357.0,1.0,0,1,0,2.0,1,5,5,8,1.0,4,Basment,1959.0,2,1.0,312.0,3,3,2,0,0,0,0,0,0,0,5,2008,WD,Normal,177000,12.083905011555967
1275,50,RL,53.0,5362.0,Pave,4,4,4,Corner,3,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1910,2003,Gable,CompShg,Wd Sdng,Wd Shng,No,0.0,3,3,PConc,3,3,1,1,0.0,1,0,661.0,661,GasA,5,1,SBrkr,661.0,589,0,1250.0,0.0,0,2,0,3.0,1,3,8,8,1.0,4,Detchd,1985.0,1,2.0,552.0,3,3,2,242,0,0,0,0,0,0,11,2007,WD,Normal,139000,11.842229212112828
1276,90,RL,95.0,11345.0,Pave,4,4,4,Corner,3,NAmes,Feedr,Norm,Duplex,2Story,5,5,1948,1950,Gable,Roll,AsbShng,AsbShng,Stone,409.375,3,3,CBlock,3,3,1,3,220.0,1,0,708.0,928,GasA,4,1,FuseA,928.0,992,0,1920.0,0.0,0,2,0,4.0,1,3,10,8,0.0,0,Detchd,1948.0,1,2.0,400.0,3,2,2,0,0,0,0,0,0,0,7,2007,WD,Normal,137000,11.827736204810263
1277,60,RL,80.0,12936.0,Pave,3,4,4,CulDSac,3,NWAmes,Norm,Norm,1Fam,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,Plywood,No,0.0,3,3,CBlock,3,4,1,4,593.0,1,0,130.0,723,GasA,3,1,SBrkr,735.0,660,0,1395.0,0.0,0,1,1,3.0,1,3,6,8,1.0,3,Attchd,1972.0,1,2.0,497.0,3,3,2,294,116,0,0,0,0,0,12,2009,WD,Normal,162000,11.99535161421452
1278,80,RL,80.0,17683.25,Pave,3,4,4,CulDSac,3,NWAmes,Norm,Norm,1Fam,SLvl,6,5,1967,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,359.0,3,3,CBlock,4,3,3,5,528.0,1,0,1152.0,1680,GasA,2,1,SBrkr,1724.0,0,0,1724.0,1.0,0,1,1,3.0,1,3,7,8,1.0,4,Attchd,1967.0,2,2.0,480.0,3,3,2,0,0,0,0,0,0,0,6,2009,WD,Normal,197900,12.195517131590657
1279,60,RL,75.0,9473.0,Pave,4,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,No,0.0,4,3,PConc,4,3,1,6,804.0,1,0,324.0,1128,GasA,5,1,SBrkr,1128.0,903,0,2031.0,1.0,0,2,1,3.0,1,4,7,8,1.0,4,Attchd,2002.0,2,2.0,577.0,3,3,2,0,170,0,0,0,0,0,3,2008,WD,Normal,237000,12.375815420117268
1280,50,C (all),60.0,7500.0,Pave,4,4,4,Inside,3,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,4,1920,1950,Gable,CompShg,MetalSd,MetalSd,No,0.0,3,4,CBlock,3,3,1,1,0.0,1,0,698.0,698,GasA,3,1,FuseA,698.0,430,0,1128.0,0.0,0,1,0,2.0,1,3,6,8,0.0,0,Detchd,1980.0,2,2.0,528.0,3,3,2,30,0,0,0,0,0,0,4,2010,COD,Abnorml,68400,11.133128103610641
1281,20,RL,67.0,9808.0,Pave,3,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,110.0,4,3,PConc,4,3,1,6,788.0,1,0,785.0,1573,GasA,5,1,SBrkr,1573.0,0,0,1573.0,1.0,0,2,0,3.0,1,4,6,8,0.0,0,Attchd,2002.0,2,2.0,544.0,3,3,2,0,72,0,0,0,0,0,3,2009,WD,Normal,227000,12.332705296463539
1282,20,RL,50.0,8049.0,Pave,3,4,4,CulDSac,3,Timber,Norm,Norm,1Fam,1Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,54.0,3,3,CBlock,4,3,1,5,1053.0,1,0,256.0,1309,GasA,3,1,SBrkr,1339.0,0,0,1339.0,1.0,0,2,0,2.0,1,3,6,8,1.0,3,Attchd,1990.0,3,2.0,484.0,4,4,2,0,58,0,0,0,0,0,7,2006,WD,Normal,180000,12.100712129872347
1283,20,RL,61.0,8800.0,Pave,3,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,2008,Gable,CompShg,HdBoard,HdBoard,No,0.0,3,3,CBlock,4,3,2,2,532.0,3,0,364.0,1040,GasA,3,1,SBrkr,1040.0,0,0,1040.0,0.0,0,2,0,3.0,1,4,5,8,0.0,0,Detchd,1977.0,1,2.0,484.0,3,3,2,0,0,0,0,0,0,0,9,2009,WD,Normal,150500,11.921718363171067
1284,90,RL,94.0,9400.0,Pave,4,1,4,Corner,3,Mitchel,Norm,Norm,Duplex,2Story,6,5,1971,1971,Mansard,CompShg,MetalSd,Wd Shng,No,0.0,3,3,CBlock,3,3,3,1,0.0,1,0,912.0,912,GasA,3,1,SBrkr,912.0,912,0,1824.0,0.0,0,2,2,4.0,1,3,8,8,0.0,0,No,0.0,0,0.0,0.0,0,0,2,128,0,0,0,0,0,0,4,2010,WD,Normal,139000,11.842229212112828
1285,50,RL,50.0,9638.0,Pave,4,4,4,Inside,3,SWISU,Feedr,Norm,1Fam,1.5Fin,6,7,1919,1990,Gable,CompShg,Wd Sdng,Wd Shng,No,0.0,3,3,PConc,3,3,1,1,0.0,1,0,804.0,804,GasA,5,1,SBrkr,1699.0,748,0,2447.0,0.0,0,2,0,4.0,1,4,10,6,1.0,4,Detchd,1969.0,1,1.0,336.0,3,3,2,272,0,0,0,0,0,0,3,2010,WD,Normal,169000,12.037653993905211
1286,50,RM,50.0,6000.0,Pave,4,4,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,No,0.0,3,2,CBlock,3,3,1,1,0.0,1,0,780.0,780,GasA,5,1,FuseF,825.0,587,0,1412.0,0.0,0,1,0,4.0,1,3,6,8,1.0,4,Detchd,1939.0,1,1.0,280.0,3,3,2,45,0,0,0,0,0,0,5,2009,WD,Normal,132500,11.794337924408413
1287,20,RL,80.0,9790.0,Pave,4,4,4,Inside,3,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,409.375,3,3,CBlock,3,3,1,5,569.0,3,0,678.0,1328,GasA,3,1,SBrkr,1328.0,0,0,1328.0,1.0,0,1,1,3.0,1,3,6,8,2.0,4,Attchd,1963.0,1,2.0,528.0,3,3,2,0,26,0,0,0,0,0,6,2010,WD,Normal,143000,11.870599909242044
1288,20,RL,80.0,17683.25,Pave,3,1,4,Inside,2,ClearCr,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,409.375,3,4,CBlock,3,3,3,3,812.0,1,0,812.0,1624,GasA,2,1,SBrkr,1582.0,0,0,1582.0,0.0,0,2,0,4.0,1,3,7,8,0.0,0,Attchd,1964.0,1,2.0,390.0,3,3,0,168,170,0,0,0,0,0,6,2006,WD,Normal,190000,12.154779351142624
1289,120,RL,40.0,5664.0,Pave,3,4,4,Inside,3,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,No,0.0,4,3,PConc,4,3,1,6,1158.0,1,0,343.0,1501,GasA,5,1,SBrkr,1659.0,0,0,1659.0,1.0,0,2,0,2.0,1,5,5,8,1.0,5,Attchd,2000.0,3,2.0,499.0,3,3,2,212,59,0,0,0,0,0,10,2009,WD,Normal,278000,12.535376392672774
1290,60,RL,86.0,11065.0,Pave,3,4,4,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,409.375,4,3,PConc,4,3,2,1,0.0,1,0,1085.0,1085,GasA,5,1,SBrkr,1120.0,850,0,1970.0,0.0,0,2,1,3.0,1,5,8,8,1.0,4,BuiltIn,2006.0,3,3.0,753.0,3,3,2,177,74,0,0,0,0,0,10,2006,New,Partial,281000,12.546109948315882
1291,80,RL,73.0,14112.0,Pave,3,4,4,Corner,3,NAmes,Norm,Norm,1Fam,SLvl,5,7,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,86.0,3,3,PConc,3,3,3,6,1014.0,1,0,138.0,1152,GasA,3,1,SBrkr,1152.0,0,0,1152.0,1.0,0,1,0,3.0,1,3,6,8,1.0,4,Attchd,1964.0,2,2.0,484.0,3,3,2,227,0,0,0,0,0,0,4,2010,WD,Normal,180500,12.103486056755072
1292,145,RM,30.0,1680.0,Pave,4,4,4,Inside,3,BrDale,Norm,Norm,Twnhs,2Story,5,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,BrkFace,268.0,3,3,CBlock,3,3,1,5,231.0,1,0,399.0,630,GasA,3,1,SBrkr,630.0,672,0,1302.0,0.0,0,2,1,3.0,1,3,6,8,0.0,0,Detchd,1972.0,1,1.0,264.0,3,3,2,185,0,0,0,0,0,0,2,2009,WD,Normal,119500,11.691071650353702
1293,70,RM,60.0,6600.0,Pave,4,4,4,Corner,3,OldTown,Norm,Norm,1Fam,2Story,5,4,1892,1965,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,3,3,Stone,3,3,1,1,0.0,1,0,994.0,994,GasA,3,0,SBrkr,1378.0,994,0,2372.0,0.0,0,2,0,4.0,1,3,10,6,0.0,0,Attchd,1985.0,2,1.0,432.0,3,3,2,0,170,0,0,0,0,0,12,2009,WD,Normal,107500,11.585246126549855
1294,60,RL,78.0,10140.0,Pave,4,4,4,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,No,0.0,3,3,PConc,4,3,1,6,194.0,1,0,638.0,832,GasA,3,1,SBrkr,832.0,832,0,1664.0,0.0,0,2,1,4.0,1,3,8,8,1.0,3,Attchd,1976.0,2,2.0,528.0,3,3,2,0,28,0,0,0,0,0,3,2006,WD,Normal,162900,12.000891794590137
1295,20,RL,60.0,8172.0,Pave,4,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,7,1955,1990,Hip,CompShg,WdShing,Plywood,No,0.0,3,3,CBlock,3,3,1,3,167.0,1,0,697.0,864,GasA,3,1,SBrkr,864.0,0,0,864.0,1.0,0,1,0,2.0,1,3,5,8,0.0,0,Detchd,1957.0,1,2.0,572.0,3,3,0,0,0,0,0,0,0,0,4,2006,WD,Normal,115000,11.652687407345388
1296,20,RL,70.0,8400.0,Pave,4,4,4,Inside,3,NAmes,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,3,3,CBlock,3,3,3,4,1016.0,1,0,36.0,1052,GasA,4,1,SBrkr,1052.0,0,0,1052.0,1.0,0,1,1,3.0,1,3,5,8,0.0,0,Attchd,1968.0,2,1.0,288.0,3,3,2,356,0,0,0,0,0,0,11,2006,WD,Normal,138500,11.83862560460953
1297,20,RL,80.0,8700.0,Pave,4,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,148.0,3,4,CBlock,3,3,2,5,776.0,1,0,344.0,1120,GasA,4,1,SBrkr,1128.0,0,0,1128.0,1.0,0,2,0,3.0,1,3,6,8,0.0,0,Attchd,1963.0,2,2.0,525.0,3,3,2,192,20,0,0,0,0,0,12,2008,WD,Normal,155000,11.951180395901384
1298,145,RM,35.0,3675.0,Pave,4,4,4,Inside,3,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,82.0,3,3,PConc,4,3,4,6,547.0,1,0,0.0,547,GasA,4,1,SBrkr,1072.0,0,0,1072.0,1.0,0,2,0,2.0,1,3,5,8,0.0,0,Basment,2005.0,3,2.0,525.0,3,3,2,0,44,0,0,0,0,0,6,2006,New,Partial,140000,11.84939770159144
1300,20,RL,75.0,7500.0,Pave,4,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1994,Hip,CompShg,BrkFace,BrkFace,No,0.0,3,3,CBlock,3,3,1,2,340.0,3,0,0.0,1246,GasA,5,1,SBrkr,1246.0,0,0,1246.0,1.0,0,1,1,3.0,1,4,6,8,0.0,0,Attchd,1959.0,2,1.0,305.0,3,3,2,218,0,0,0,0,0,0,5,2010,WD,Normal,154000,11.944707881395766
1301,60,RL,65.0,10762.0,Pave,3,4,4,CulDSac,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,No,344.0,4,3,PConc,4,3,1,6,694.0,1,0,284.0,978,GasA,5,1,SBrkr,1005.0,978,0,1983.0,0.0,0,2,1,3.0,1,4,9,8,1.0,3,Attchd,1999.0,3,2.0,490.0,3,3,2,0,0,0,0,0,0,0,5,2009,WD,Normal,225000,12.323855681186558
1302,70,RL,74.0,7500.0,Pave,3,3,4,Inside,3,Crawfor,Norm,Norm,1Fam,2Story,6,7,1942,1950,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,3,3,CBlock,3,3,1,4,547.0,1,0,224.0,771,GasA,2,1,SBrkr,753.0,741,0,1494.0,0.0,0,1,0,3.0,1,4,7,8,2.0,4,Attchd,1942.0,1,1.0,213.0,3,3,1,0,0,0,0,0,0,0,11,2009,WD,Normal,177500,12.086725887897607
1303,60,RL,92.0,10120.0,Pave,4,4,4,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1994,Hip,CompShg,VinylSd,VinylSd,BrkFace,391.0,4,3,PConc,4,3,1,6,740.0,1,0,425.0,1165,GasA,5,1,SBrkr,1203.0,1323,0,2526.0,1.0,0,2,1,4.0,1,4,8,8,1.0,3,Attchd,1994.0,2,3.0,844.0,3,3,2,309,78,0,0,0,0,0,12,2006,WD,Normal,290000,12.577636201962656
1304,20,RL,73.0,8688.0,Pave,4,4,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,228.0,4,3,PConc,4,3,3,1,0.0,1,0,1616.0,1616,GasA,5,1,SBrkr,1616.0,0,0,1616.0,0.0,0,2,0,3.0,1,4,7,8,0.0,0,Attchd,2005.0,2,3.0,834.0,3,3,2,208,59,0,0,0,0,0,4,2006,WD,Normal,232000,12.354492650648448
1305,145,RM,32.0,3363.0,Pave,4,4,4,Inside,3,Edwards,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,117.0,4,3,PConc,4,3,1,1,0.0,1,0,976.0,976,GasA,5,1,SBrkr,976.0,732,0,1708.0,0.0,0,2,0,3.0,1,4,7,4,0.0,0,Detchd,2004.0,1,2.0,380.0,3,3,2,0,40,0,0,0,0,0,4,2006,WD,Normal,130000,11.77528972943772
1306,20,RL,108.0,13173.0,Pave,3,4,4,Corner,3,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,300.0,4,3,PConc,5,3,1,6,1572.0,1,0,80.0,1652,GasA,5,1,SBrkr,1652.0,0,0,1652.0,1.0,0,2,0,2.0,1,5,6,8,2.0,5,Attchd,2006.0,3,2.0,840.0,3,3,2,404,102,0,0,0,0,0,11,2009,WD,Normal,325000,12.691580461311874
1307,120,RL,48.0,6955.0,Pave,3,4,4,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,94.0,4,3,PConc,4,3,1,1,0.0,1,0,1368.0,1368,GasA,5,1,SBrkr,1368.0,0,0,1368.0,0.0,0,2,0,2.0,1,4,6,8,1.0,4,Attchd,2005.0,2,2.0,474.0,3,3,2,132,35,0,0,0,0,0,9,2006,New,Partial,202500,12.218495165528731
1308,20,RL,60.0,8072.0,Pave,4,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,No,0.0,3,4,PConc,4,4,1,5,746.0,1,0,244.0,990,GasA,5,1,SBrkr,990.0,0,0,990.0,1.0,0,1,0,3.0,1,3,5,8,0.0,0,Detchd,2000.0,1,2.0,480.0,3,3,2,0,64,0,0,0,0,0,5,2009,WD,Normal,138000,11.835008964139341
1309,20,RM,100.0,12000.0,Pave,4,4,4,Inside,3,OldTown,Norm,Norm,1Fam,1Story,5,7,1948,2005,Gable,CompShg,MetalSd,MetalSd,No,0.0,3,3,CBlock,3,3,1,6,144.0,5,0,172.0,924,GasA,5,1,SBrkr,1122.0,0,0,1122.0,1.0,0,1,0,2.0,1,4,6,8,0.0,0,Attchd,1948.0,1,2.0,528.0,3,3,2,0,36,0,0,0,0,0,5,2008,WD,Normal,147000,11.898187865760873
1310,20,RL,66.5,7153.0,Pave,4,4,4,Inside,3,SawyerW,Norm,Norm,1Fam,1Story,6,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,88.0,3,3,CBlock,4,3,1,6,1200.0,1,0,78.0,1278,GasA,4,1,SBrkr,1294.0,0,0,1294.0,1.0,0,2,0,3.0,1,4,6,8,0.0,0,Attchd,1991.0,2,2.0,496.0,3,3,2,112,51,0,0,0,0,0,6,2008,WD,Normal,179200,12.096257779522967
1311,20,RL,100.0,17500.0,Pave,4,4,4,Inside,3,Crawfor,PosA,Norm,1Fam,1Story,7,8,1959,2002,Gable,CompShg,BrkFace,HdBoard,No,0.0,4,4,PConc,4,3,3,6,1406.0,1,0,496.0,1902,GasA,3,1,SBrkr,1902.0,0,0,1902.0,1.0,0,2,0,3.0,1,5,7,8,2.0,3,Attchd,1959.0,3,2.0,567.0,3,3,2,0,170,0,0,0,0,0,5,2010,WD,Normal,335000,12.721885810807203
